Gender,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
Female,27,Yes,Healthcare,0.0,Low,3.0,B
Male,25,No,Healthcare,7.0,Low,4.0,D
Male,51,Yes,Entertainment,1.0,Average,2.0,B
Male,37,No,Engineer,8.0,Average,3.0,D
Male,69,Yes,Executive,1.0,Average,4.0,B
Female,45,No,Doctor,1.0,Low,1.0,A
Male,38,Yes,Artist,0.0,Low,2.0,C
Female,19,No,Healthcare,0.0,Low,4.0,D
Female,32,Yes,Healthcare,6.0,Low,3.0,D
Male,31,Yes,Artist,1.0,Low,5.0,C
Male,19,No,Healthcare,13.0,Low,3.0,D
Male,41,Yes,Entertainment,0.0,Average,3.0,C
Male,21,No,Healthcare,1.0,Low,4.0,D
Male,23,No,Healthcare,0.0,Low,6.0,D
Male,65,No,Entertainment,0.0,Average,2.0,C
Male,31,No,Executive,4.0,Low,5.0,D
Female,73,No,Artist,1.0,High,2.0,C
Male,42,Yes,Doctor,9.0,Low,2.0,C
Male,47,Yes,Artist,0.0,Low,1.0,B
Female,19,No,Healthcare,0.0,Low,5.0,D
Male,45,No,Executive,3.0,Low,9.0,D
Female,28,Yes,Entertainment,0.0,Low,3.0,D
Female,50,Yes,Engineer,1.0,Average,4.0,B
Male,26,Yes,Healthcare,8.0,Low,2.0,C
Male,82,Yes,Lawyer,0.0,Low,1.0,B
Male,33,Yes,Healthcare,0.0,Low,2.0,A
Male,50,No,Marketing,1.0,Low,2.0,C
Male,83,No,Lawyer,0.0,Low,1.0,D
Female,37,Yes,Artist,9.0,Low,1.0,B
Male,37,Yes,Artist,6.0,Average,2.0,A
Male,55,No,Lawyer,1.0,High,3.0,C
Male,61,Yes,Artist,0.0,Low,2.0,C
Female,39,Yes,Artist,3.0,Low,1.0,B
Male,40,Yes,Artist,0.0,Low,2.0,C
Male,55,Yes,Artist,2.0,Low,1.0,B
Male,50,Yes,Healthcare,1.0,Average,1.0,D
Male,26,Yes,Doctor,13.0,Low,3.0,D
Female,53,Yes,Artist,1.0,Low,1.0,C
Female,32,Yes,Artist,7.0,Low,3.0,A
Female,31,Yes,Marketing,0.0,Low,1.0,D
Male,30,No,Healthcare,0.0,Low,4.0,B
Female,31,Yes,Doctor,0.0,Low,4.0,A
Male,47,Yes,Artist,4.0,Low,1.0,A
Male,49,Yes,Artist,3.0,Average,2.0,C
Male,37,Yes,Executive,1.0,High,3.0,B
Male,47,Yes,Artist,13.0,Average,4.0,C
Male,52,Yes,Executive,0.0,High,2.0,C
Male,79,No,Lawyer,0.0,High,2.0,B
Male,47,No,Executive,1.0,High,6.0,C
Male,23,No,Healthcare,1.0,Low,4.0,D
Female,29,No,Engineer,9.0,Low,4.0,A
Female,33,Yes,Engineer,10.0,Low,1.0,A
Male,21,No,Healthcare,0.0,Low,4.0,D
Male,18,No,Healthcare,8.0,Low,4.0,D
Male,70,Yes,Lawyer,0.0,High,2.0,C
Female,56,Yes,Artist,0.0,Average,2.0,C
Male,42,Yes,Artist,2.0,Average,2.0,B
Female,28,No,Healthcare,1.0,Low,2.0,B
Male,81,Yes,Lawyer,9.0,Low,1.0,D
Male,30,Yes,Artist,9.0,Low,2.0,A
Male,53,No,Lawyer,0.0,Low,2.0,D
Male,26,Yes,Executive,9.0,Low,4.0,D
Male,51,Yes,Artist,1.0,Low,3.0,C
Male,19,No,Artist,9.0,Low,7.0,B
Male,75,Yes,Lawyer,0.0,High,2.0,B
Female,51,Yes,Engineer,0.0,Low,1.0,A
Female,70,Yes,Homemaker,3.0,Low,2.0,B
Female,38,Yes,Doctor,0.0,Low,1.0,A
Female,21,No,Healthcare,0.0,Low,4.0,D
Male,80,No,Lawyer,0.0,Low,1.0,B
Male,33,No,Entertainment,1.0,Low,1.0,D
Male,48,Yes,Entertainment,1.0,Average,6.0,C
Female,33,No,Healthcare,8.0,Low,3.0,D
Female,33,Yes,Engineer,0.0,Low,3.0,D
Female,31,No,Healthcare,1.0,Low,4.0,C
Female,48,Yes,Artist,1.0,Average,2.0,C
Male,49,No,Engineer,1.0,Average,8.0,D
Female,38,No,Artist,1.0,Low,1.0,B
Female,39,Yes,Artist,0.0,Low,1.0,A
Female,46,Yes,Entertainment,2.0,Average,2.0,B
Male,41,Yes,Artist,8.0,Average,2.0,C
Female,31,No,Artist,0.0,High,3.0,A
Male,37,Yes,Entertainment,8.0,Average,2.0,C
Female,58,No,Engineer,1.0,Low,1.0,B
Female,49,Yes,Engineer,1.0,Average,2.0,A
Female,47,No,Marketing,2.0,Low,1.0,D
Male,30,Yes,Healthcare,1.0,Low,4.0,D
Female,33,Yes,Doctor,0.0,Low,2.0,A
Male,33,No,Healthcare,0.0,Low,4.0,B
Male,45,No,Doctor,8.0,Low,2.0,A
Female,45,Yes,Homemaker,1.0,Low,1.0,B
Female,21,No,Entertainment,1.0,Low,4.0,D
Female,36,Yes,Artist,9.0,Low,2.0,A
Female,28,No,Artist,0.0,Low,5.0,C
Female,89,No,Lawyer,0.0,High,2.0,A
Male,48,Yes,Executive,1.0,High,4.0,C
Male,47,No,Entertainment,0.0,High,5.0,C
Female,18,No,Healthcare,3.0,Low,4.0,D
Male,58,Yes,Lawyer,2.0,High,2.0,C
Male,42,No,Entertainment,9.0,Average,3.0,A
Male,22,No,Healthcare,0.0,Low,3.0,D
Female,50,Yes,Artist,2.0,Low,1.0,B
Male,73,No,Executive,0.0,High,2.0,D
Male,40,Yes,Artist,1.0,Average,3.0,B
Female,39,No,Doctor,0.0,Low,2.0,B
Male,83,No,Lawyer,0.0,High,3.0,D
Male,55,Yes,Artist,0.0,Low,1.0,B
Male,42,No,Engineer,5.0,Average,4.0,A
Male,27,Yes,Artist,1.0,Low,4.0,C
Male,53,Yes,Executive,1.0,High,2.0,C
Female,40,Yes,Engineer,1.0,Average,7.0,A
Male,62,Yes,Artist,0.0,Average,9.0,C
Male,40,Yes,Entertainment,1.0,Average,2.0,A
Male,27,No,Healthcare,1.0,Low,3.0,A
Female,84,No,Lawyer,0.0,High,2.0,B
Male,26,No,Artist,11.0,Low,4.0,C
Male,33,Yes,Entertainment,1.0,Low,1.0,A
Male,27,Yes,Artist,0.0,Low,1.0,D
Female,46,No,Entertainment,9.0,Average,5.0,D
Female,25,No,Healthcare,1.0,Low,3.0,A
Female,32,No,Artist,3.0,Low,4.0,C
Female,21,No,Healthcare,6.0,Low,4.0,D
Male,73,Yes,Lawyer,1.0,High,4.0,C
Male,35,Yes,Artist,0.0,Average,2.0,B
Male,52,Yes,Artist,1.0,Low,1.0,B
Male,40,Yes,Artist,1.0,Low,2.0,B
Female,88,Yes,Lawyer,1.0,High,2.0,A
Female,41,Yes,Artist,1.0,Low,2.0,C
Male,45,Yes,Artist,7.0,Average,5.0,B
Male,41,No,Entertainment,0.0,Low,4.0,A
Male,75,Yes,Lawyer,0.0,High,2.0,C
Male,39,Yes,Entertainment,9.0,Low,2.0,A
Female,89,No,Lawyer,0.0,High,2.0,A
Male,45,Yes,Doctor,0.0,Low,1.0,A
Female,50,Yes,Artist,1.0,Average,2.0,C
Male,43,No,Healthcare,6.0,High,2.0,B
Male,50,Yes,Executive,4.0,Average,4.0,B
Male,76,Yes,Lawyer,1.0,Low,1.0,D
Male,41,Yes,Artist,1.0,Low,2.0,A
Male,50,Yes,Entertainment,3.0,Low,2.0,A
Male,56,Yes,Executive,8.0,High,5.0,C
Male,28,No,Entertainment,0.0,Average,2.0,A
Female,72,Yes,Doctor,1.0,Average,2.0,A
Male,28,No,Artist,0.0,Low,2.0,A
Female,27,Yes,Artist,8.0,Average,2.0,C
Female,32,No,Healthcare,2.0,Low,4.0,D
Female,20,No,Doctor,9.0,Low,4.0,A
Male,45,Yes,Executive,1.0,Low,5.0,B
Male,59,Yes,Artist,1.0,Low,2.0,C
Female,46,Yes,Marketing,1.0,Low,1.0,D
Male,46,Yes,Artist,1.0,Average,3.0,C
Male,41,Yes,Artist,9.0,Low,2.0,A
Male,70,Yes,Lawyer,1.0,High,2.0,B
Male,42,Yes,Artist,9.0,Average,3.0,B
Female,60,No,Engineer,1.0,High,9.0,A
Male,37,Yes,Engineer,9.0,Low,1.0,D
Male,18,No,Healthcare,0.0,Low,7.0,D
Male,52,Yes,Artist,1.0,Average,3.0,C
Female,32,No,Artist,2.0,Low,4.0,A
Male,74,No,Lawyer,8.0,Low,1.0,A
Male,29,Yes,Healthcare,1.0,Average,2.0,A
Male,37,Yes,Entertainment,0.0,Average,3.0,C
Male,45,No,Entertainment,1.0,Average,3.0,B
Male,22,No,Healthcare,1.0,Low,4.0,D
Female,51,Yes,Artist,8.0,Average,2.0,B
Male,59,Yes,Artist,0.0,Average,2.0,C
Male,55,Yes,Artist,1.0,Average,2.0,A
Male,22,No,Healthcare,2.0,Low,3.0,D
Female,84,No,Lawyer,0.0,High,2.0,B
Male,50,Yes,Entertainment,0.0,Average,3.0,C
Male,73,Yes,Artist,5.0,High,3.0,C
Female,23,No,Engineer,1.0,Low,4.0,B
Female,21,Yes,Healthcare,0.0,Low,5.0,D
Male,18,No,Healthcare,1.0,Low,4.0,D
Male,46,Yes,Artist,0.0,Average,3.0,B
Male,32,Yes,Entertainment,9.0,Low,2.0,D
Female,36,Yes,Healthcare,6.0,Low,3.0,D
Male,37,No,Doctor,9.0,Low,2.0,D
Male,42,Yes,Entertainment,1.0,Low,1.0,A
Female,42,Yes,Healthcare,9.0,Average,2.0,D
Female,33,No,Homemaker,9.0,Low,1.0,D
Female,35,No,Engineer,1.0,High,2.0,D
Female,59,Yes,Artist,0.0,Average,5.0,C
Male,70,Yes,Artist,1.0,Low,1.0,B
Male,53,No,Entertainment,1.0,Low,1.0,A
Female,80,No,Lawyer,1.0,High,2.0,D
Male,39,Yes,Artist,0.0,Average,2.0,C
Female,58,Yes,Artist,0.0,Average,5.0,C
Female,30,No,Homemaker,8.0,Low,9.0,A
Female,23,No,Healthcare,0.0,Low,3.0,D
Male,59,Yes,Artist,9.0,Average,4.0,C
Female,56,Yes,Doctor,0.0,Low,2.0,D
Female,40,Yes,Artist,8.0,Low,1.0,B
Female,68,Yes,Artist,1.0,Low,2.0,A
Male,29,Yes,Artist,1.0,Low,6.0,A
Female,55,Yes,Artist,1.0,Average,3.0,C
Male,21,No,Healthcare,1.0,Low,4.0,D
Female,19,No,Engineer,1.0,Low,4.0,D
Female,41,No,Healthcare,1.0,Average,4.0,D
Male,41,Yes,Artist,4.0,Low,1.0,A
Male,33,No,Doctor,1.0,Low,2.0,C
Male,41,Yes,Artist,6.0,Low,1.0,B
Male,35,Yes,Executive,0.0,High,4.0,A
Male,41,Yes,Entertainment,9.0,Average,2.0,B
Male,26,No,Healthcare,0.0,Low,3.0,D
Male,42,No,Executive,3.0,High,5.0,B
Female,53,Yes,Artist,0.0,Average,2.0,C
Female,33,Yes,Entertainment,3.0,Average,3.0,D
Male,39,Yes,Artist,0.0,Low,2.0,C
Female,25,No,Artist,6.0,Low,3.0,C
Male,40,Yes,Entertainment,0.0,Low,2.0,A
Female,22,No,Healthcare,0.0,Low,4.0,D
Female,37,Yes,Artist,1.0,Average,2.0,C
Female,65,Yes,Artist,0.0,Low,2.0,B
Male,49,Yes,Artist,0.0,Average,2.0,C
Female,38,Yes,Engineer,1.0,Low,2.0,C
Female,65,Yes,Artist,0.0,Average,2.0,C
Female,48,No,Engineer,0.0,Average,5.0,C
Male,52,Yes,Entertainment,1.0,Low,4.0,C
Male,73,Yes,Lawyer,2.0,Low,1.0,D
Female,48,Yes,Engineer,1.0,Low,1.0,B
Male,25,Yes,Doctor,8.0,Low,2.0,D
Male,31,Yes,Healthcare,9.0,Low,3.0,D
Male,25,No,Entertainment,8.0,Low,9.0,C
Male,20,No,Healthcare,0.0,Low,4.0,D
Male,25,No,Executive,0.0,Low,3.0,A
Male,25,Yes,Artist,8.0,Low,2.0,A
Male,29,No,Entertainment,1.0,Low,3.0,B
Female,72,No,Entertainment,7.0,Average,3.0,B
Male,48,Yes,Artist,0.0,High,2.0,B
Male,28,No,Doctor,1.0,Low,5.0,D
Female,42,Yes,Artist,3.0,High,3.0,C
Female,32,Yes,Artist,8.0,Low,3.0,A
Male,49,Yes,Artist,0.0,Low,1.0,B
Female,55,Yes,Artist,1.0,Average,2.0,C
Female,40,Yes,Artist,0.0,Average,3.0,A
Female,37,Yes,Doctor,0.0,Low,3.0,A
Male,27,No,Healthcare,3.0,Low,4.0,D
Female,32,Yes,Homemaker,4.0,High,2.0,B
Male,36,No,Executive,7.0,High,4.0,A
Female,28,Yes,Homemaker,11.0,Low,1.0,D
Male,18,No,Entertainment,1.0,Low,4.0,D
Female,36,Yes,Artist,1.0,Low,1.0,B
Female,88,Yes,Lawyer,1.0,High,2.0,C
Male,51,Yes,Artist,8.0,Low,3.0,A
Male,51,Yes,Entertainment,1.0,Average,4.0,B
Male,31,No,Artist,3.0,Low,2.0,A
Female,47,Yes,Artist,1.0,Average,3.0,C
Male,29,Yes,Healthcare,0.0,Low,6.0,D
Male,68,No,Entertainment,4.0,Average,2.0,A
Male,32,Yes,Doctor,0.0,Low,4.0,D
Male,75,Yes,Lawyer,1.0,Low,1.0,A
Female,39,Yes,Healthcare,0.0,Low,1.0,A
Male,18,No,Healthcare,1.0,Low,3.0,D
Female,42,Yes,Artist,2.0,Average,2.0,B
Male,48,Yes,Executive,0.0,Average,4.0,A
Female,70,Yes,Artist,0.0,High,2.0,C
Male,45,Yes,Artist,1.0,Average,2.0,B
Female,29,Yes,Healthcare,0.0,Low,4.0,A
Male,50,Yes,Entertainment,1.0,Average,3.0,C
Female,22,No,Healthcare,0.0,Low,6.0,D
Male,46,Yes,Artist,0.0,Low,2.0,C
Female,81,Yes,Lawyer,8.0,High,2.0,C
Female,49,Yes,Artist,1.0,Average,3.0,C
Male,66,Yes,Artist,1.0,High,2.0,B
Female,53,Yes,Artist,0.0,Low,2.0,A
Female,29,Yes,Artist,12.0,Low,1.0,A
Female,86,Yes,Lawyer,0.0,High,2.0,C
Male,70,Yes,Artist,1.0,Average,3.0,C
Female,36,Yes,Artist,1.0,Average,2.0,B
Male,35,Yes,Artist,1.0,Low,2.0,A
Female,42,Yes,Artist,0.0,High,2.0,C
Female,20,No,Artist,0.0,Low,3.0,D
Female,27,No,Engineer,1.0,Average,9.0,D
Male,56,Yes,Artist,4.0,Low,1.0,B
Male,67,No,Artist,1.0,Low,1.0,B
Female,51,Yes,Artist,0.0,Low,1.0,B
Male,49,Yes,Artist,1.0,Average,3.0,C
Male,51,No,Artist,1.0,Low,3.0,A
Female,26,Yes,Artist,1.0,Low,9.0,C
Female,31,Yes,Entertainment,1.0,Low,1.0,A
Male,43,No,Executive,1.0,High,3.0,A
Male,59,No,Executive,7.0,Average,5.0,B
Female,35,Yes,Engineer,4.0,Low,1.0,A
Female,48,Yes,Entertainment,9.0,Low,2.0,A
Female,88,Yes,Lawyer,1.0,High,2.0,B
Female,30,Yes,Healthcare,12.0,Low,6.0,D
Female,22,No,Healthcare,6.0,Low,3.0,D
Male,66,Yes,Artist,1.0,High,2.0,C
Female,81,No,Engineer,0.0,High,2.0,B
Female,36,No,Doctor,14.0,Average,2.0,A
Female,50,Yes,Engineer,1.0,Low,1.0,B
Male,51,Yes,Artist,1.0,Low,2.0,B
Male,66,Yes,Lawyer,0.0,High,3.0,A
Female,39,Yes,Engineer,8.0,Average,2.0,C
Female,28,No,Entertainment,0.0,Low,5.0,D
Female,50,Yes,Artist,1.0,Low,1.0,A
Male,60,Yes,Marketing,1.0,High,5.0,C
Male,52,No,Entertainment,1.0,Average,4.0,B
Male,32,No,Marketing,4.0,Low,3.0,D
Female,42,Yes,Doctor,0.0,Low,1.0,B
Male,48,Yes,Entertainment,1.0,Low,2.0,D
Male,26,Yes,Homemaker,8.0,Low,2.0,A
Female,21,No,Healthcare,0.0,Low,7.0,D
Female,53,No,Artist,7.0,Low,1.0,C
Male,32,Yes,Doctor,0.0,Low,3.0,D
Female,56,Yes,Doctor,1.0,Average,2.0,C
Female,36,Yes,Artist,8.0,Low,4.0,D
Male,83,Yes,Lawyer,0.0,Low,2.0,B
Male,42,Yes,Executive,1.0,Low,2.0,D
Male,62,Yes,Executive,0.0,High,2.0,B
Male,40,No,Executive,0.0,Low,4.0,D
Male,38,Yes,Artist,2.0,Low,1.0,D
Male,18,No,Healthcare,1.0,Low,5.0,D
Female,62,Yes,Artist,3.0,Low,2.0,C
Male,23,No,Healthcare,1.0,Low,4.0,D
Male,42,Yes,Artist,8.0,Low,1.0,A
Female,32,No,Marketing,0.0,Low,4.0,A
Female,28,No,Marketing,0.0,Low,5.0,A
Male,35,Yes,Executive,8.0,High,4.0,C
Female,53,Yes,Engineer,1.0,Low,2.0,A
Male,52,Yes,Executive,1.0,High,4.0,B
Male,29,Yes,Doctor,3.0,Low,3.0,A
Male,36,Yes,Artist,6.0,Low,3.0,B
Female,41,Yes,Artist,0.0,Low,1.0,A
Male,72,Yes,Executive,0.0,High,4.0,C
Female,50,Yes,Engineer,1.0,Low,2.0,A
Female,79,Yes,Lawyer,0.0,High,2.0,C
Female,23,No,Marketing,4.0,Low,4.0,D
Female,25,Yes,Healthcare,0.0,Low,1.0,D
Female,40,Yes,Doctor,1.0,Low,1.0,B
Male,27,Yes,Healthcare,2.0,Average,2.0,A
Female,62,Yes,Artist,4.0,Average,7.0,A
Male,29,Yes,Healthcare,2.0,Average,2.0,B
Female,31,No,Doctor,6.0,Low,2.0,A
Male,28,Yes,Healthcare,1.0,Low,4.0,C
Female,26,Yes,Artist,1.0,Low,5.0,A
Female,33,No,Healthcare,1.0,Low,3.0,B
Female,43,Yes,Marketing,1.0,Low,1.0,D
Female,50,Yes,Entertainment,0.0,Average,4.0,B
Female,29,Yes,Artist,14.0,Low,2.0,B
Male,29,No,Engineer,0.0,Low,5.0,A
Female,37,Yes,Artist,5.0,Low,2.0,D
Female,75,Yes,Lawyer,2.0,High,4.0,B
Male,19,No,Entertainment,0.0,Low,6.0,A
Female,42,Yes,Artist,1.0,Low,1.0,B
Male,22,No,Healthcare,1.0,Low,5.0,D
Female,28,Yes,Doctor,0.0,Average,2.0,A
Male,45,Yes,Artist,0.0,Average,4.0,B
Male,51,Yes,Entertainment,0.0,Low,3.0,D
Male,40,No,Entertainment,1.0,Low,1.0,A
Male,42,Yes,Artist,12.0,Low,1.0,A
Female,49,Yes,Artist,3.0,Low,1.0,C
Male,46,No,Entertainment,8.0,Low,2.0,D
Male,29,Yes,Artist,1.0,Average,3.0,B
Female,72,Yes,Lawyer,0.0,High,2.0,A
Male,26,Yes,Healthcare,0.0,Low,3.0,C
Female,50,Yes,Engineer,2.0,Average,3.0,C
Male,33,Yes,Doctor,0.0,Low,3.0,C
Female,35,Yes,Artist,7.0,Average,2.0,C
Female,51,Yes,Artist,1.0,Average,6.0,C
Male,52,Yes,Entertainment,0.0,Average,6.0,C
Male,20,No,Entertainment,5.0,Low,2.0,D
Male,33,No,Marketing,1.0,Low,6.0,D
Male,58,Yes,Artist,0.0,Average,3.0,C
Female,38,Yes,Doctor,1.0,Low,4.0,A
Female,27,No,Healthcare,14.0,Low,1.0,D
Male,43,Yes,Entertainment,8.0,Low,2.0,B
Female,18,No,Healthcare,0.0,Low,5.0,D
Female,29,No,Healthcare,0.0,Low,3.0,D
Male,86,No,Lawyer,2.0,Average,2.0,A
Male,32,No,Healthcare,7.0,Low,5.0,D
Female,52,No,Engineer,0.0,Low,6.0,A
Male,53,Yes,Artist,1.0,Average,4.0,C
Male,29,No,Healthcare,9.0,Low,3.0,D
Male,58,Yes,Artist,2.0,Low,1.0,A
Female,39,Yes,Artist,0.0,Average,4.0,C
Male,40,Yes,Engineer,12.0,Average,3.0,A
Female,23,No,Healthcare,3.0,Low,5.0,D
Female,79,Yes,Lawyer,14.0,High,3.0,C
Female,70,Yes,Lawyer,0.0,High,2.0,B
Female,27,No,Artist,0.0,Low,6.0,D
Male,47,No,Executive,1.0,High,2.0,B
Male,58,Yes,Executive,3.0,Average,4.0,B
Male,40,No,Engineer,6.0,Average,5.0,D
Male,35,Yes,Executive,1.0,Average,2.0,A
Male,31,Yes,Healthcare,0.0,Low,2.0,C
Female,43,Yes,Artist,1.0,High,4.0,C
Male,21,No,Doctor,4.0,Low,3.0,D
Female,29,Yes,Artist,1.0,Low,3.0,C
Female,18,No,Healthcare,1.0,Low,3.0,D
Male,28,Yes,Artist,0.0,Low,3.0,B
Female,27,Yes,Healthcare,0.0,Low,4.0,C
Female,47,Yes,Doctor,8.0,Average,2.0,C
Male,52,Yes,Marketing,1.0,High,4.0,C
Female,42,No,Marketing,5.0,Low,2.0,D
Female,57,Yes,Artist,2.0,High,3.0,C
Male,61,Yes,Executive,0.0,High,2.0,C
Male,33,Yes,Artist,0.0,Low,3.0,C
Female,41,Yes,Artist,11.0,Average,4.0,C
Female,39,Yes,Doctor,9.0,Low,3.0,A
Male,40,Yes,Doctor,4.0,Low,2.0,C
Female,52,Yes,Artist,1.0,Low,3.0,C
Male,43,Yes,Artist,0.0,Low,1.0,A
Female,51,Yes,Artist,0.0,Low,1.0,B
Female,36,Yes,Entertainment,6.0,Low,2.0,B
Male,38,Yes,Entertainment,8.0,Low,2.0,B
Female,30,Yes,Artist,0.0,Low,5.0,A
Male,39,Yes,Marketing,1.0,Low,4.0,D
Female,46,Yes,Entertainment,1.0,Low,2.0,A
Male,43,No,Executive,3.0,High,4.0,B
Male,70,Yes,Lawyer,0.0,High,2.0,B
Female,41,Yes,Entertainment,9.0,Low,1.0,D
Female,39,Yes,Engineer,1.0,Low,1.0,A
Female,51,Yes,Artist,0.0,Low,2.0,C
Male,20,No,Healthcare,1.0,Low,4.0,D
Male,26,Yes,Marketing,10.0,Low,1.0,D
Male,31,No,Marketing,4.0,Low,1.0,D
Female,33,Yes,Healthcare,0.0,Low,3.0,B
Female,70,Yes,Engineer,0.0,High,2.0,B
Female,71,No,Engineer,1.0,Low,1.0,A
Male,29,Yes,Engineer,5.0,Low,2.0,A
Female,41,No,Marketing,1.0,Low,1.0,D
Male,55,Yes,Artist,1.0,Average,2.0,C
Male,29,No,Entertainment,1.0,Low,4.0,C
Male,76,Yes,Lawyer,1.0,Low,1.0,A
Female,18,No,Healthcare,7.0,Low,3.0,D
Female,49,Yes,Engineer,6.0,Low,3.0,D
Male,19,No,Healthcare,9.0,Low,5.0,D
Male,81,Yes,Executive,1.0,High,3.0,C
Female,35,Yes,Artist,9.0,Low,1.0,B
Male,59,No,Doctor,0.0,Average,2.0,B
Female,32,No,Healthcare,1.0,Low,5.0,B
Female,63,Yes,Artist,1.0,Low,1.0,C
Female,21,No,Healthcare,0.0,Low,3.0,D
Female,77,No,Lawyer,0.0,High,3.0,A
Male,36,Yes,Artist,2.0,Low,1.0,C
Female,22,No,Healthcare,0.0,Low,5.0,D
Male,26,No,Executive,5.0,High,4.0,D
Male,82,Yes,Lawyer,7.0,Low,1.0,A
Male,18,No,Healthcare,2.0,Low,4.0,D
Male,35,Yes,Artist,0.0,Average,2.0,C
Male,36,No,Doctor,0.0,Average,2.0,A
Male,59,Yes,Artist,1.0,Low,2.0,A
Male,61,No,Artist,0.0,Average,2.0,C
Female,37,Yes,Entertainment,0.0,Low,1.0,A
Female,25,No,Healthcare,1.0,Low,5.0,B
Female,28,No,Healthcare,0.0,Low,4.0,B
Male,29,Yes,Healthcare,0.0,Low,4.0,B
Female,86,Yes,Lawyer,1.0,High,2.0,C
Male,45,Yes,Artist,0.0,Low,2.0,A
Female,33,No,Homemaker,9.0,Low,1.0,D
Male,20,No,Healthcare,1.0,Low,4.0,D
Male,59,Yes,Artist,1.0,Average,3.0,C
Female,20,No,Healthcare,3.0,Low,3.0,D
Male,75,No,Lawyer,0.0,Low,1.0,D
Female,32,No,Homemaker,8.0,Low,1.0,D
Female,43,Yes,Artist,1.0,Low,1.0,A
Male,69,Yes,Lawyer,1.0,Low,1.0,B
Male,38,No,Entertainment,1.0,Low,3.0,A
Female,29,No,Engineer,1.0,Low,4.0,C
Male,56,Yes,Artist,0.0,Low,1.0,D
Male,53,Yes,Executive,9.0,Low,1.0,D
Female,37,Yes,Artist,1.0,Low,1.0,A
Male,28,No,Executive,1.0,High,5.0,A
Female,74,Yes,Artist,0.0,Average,2.0,B
Male,51,Yes,Entertainment,1.0,Average,4.0,C
Female,88,Yes,Lawyer,0.0,Low,1.0,D
Female,50,Yes,Artist,0.0,Average,2.0,C
Male,19,No,Healthcare,1.0,Low,7.0,D
Female,32,Yes,Artist,6.0,Low,1.0,B
Female,45,Yes,Executive,1.0,High,3.0,B
Female,33,Yes,Artist,1.0,Low,2.0,C
Male,53,Yes,Executive,1.0,High,4.0,B
Female,18,No,Healthcare,1.0,Low,3.0,D
Male,45,Yes,Entertainment,1.0,Low,1.0,A
Female,26,Yes,Doctor,9.0,Low,4.0,D
Male,46,Yes,Doctor,7.0,Average,2.0,C
Male,35,Yes,Healthcare,6.0,Average,2.0,A
Female,32,Yes,Marketing,8.0,Low,6.0,A
Female,25,Yes,Artist,8.0,Average,2.0,C
Female,63,Yes,Artist,0.0,Average,4.0,C
Female,23,No,Healthcare,9.0,Low,4.0,D
Female,26,Yes,Engineer,9.0,Low,8.0,A
Female,46,Yes,Artist,1.0,High,3.0,C
Male,70,No,Engineer,0.0,Average,2.0,B
Female,40,Yes,Engineer,1.0,Average,4.0,B
Male,33,Yes,Entertainment,6.0,Low,1.0,A
Male,48,Yes,Homemaker,10.0,Low,3.0,C
Male,39,Yes,Entertainment,9.0,Low,2.0,D
Male,61,Yes,Artist,1.0,Average,3.0,C
Male,52,Yes,Marketing,1.0,Low,3.0,D
Female,26,No,Entertainment,1.0,Average,2.0,A
Female,40,No,Engineer,1.0,Low,2.0,A
Female,73,Yes,Artist,2.0,High,2.0,C
Female,29,Yes,Doctor,9.0,Low,5.0,B
Male,35,Yes,Homemaker,9.0,Average,4.0,A
Female,26,Yes,Artist,1.0,Low,4.0,C
Female,39,No,Healthcare,4.0,Low,3.0,D
Male,28,Yes,Healthcare,1.0,Low,5.0,D
Female,37,Yes,Artist,1.0,Low,2.0,C
Female,36,Yes,Homemaker,8.0,Average,2.0,B
Male,41,No,Executive,0.0,Low,3.0,D
Female,39,Yes,Engineer,1.0,Low,1.0,A
Male,74,Yes,Lawyer,1.0,Low,1.0,C
Female,23,No,Healthcare,0.0,Low,3.0,D
Male,25,No,Healthcare,3.0,Low,5.0,D
Female,50,No,Artist,0.0,Average,5.0,B
Female,30,Yes,Healthcare,2.0,Low,3.0,B
Male,66,No,Entertainment,0.0,Average,2.0,B
Male,29,Yes,Entertainment,0.0,Low,2.0,B
Female,43,No,Artist,4.0,Low,1.0,B
Female,56,Yes,Artist,0.0,Low,1.0,B
Female,42,Yes,Engineer,1.0,High,3.0,A
Female,39,Yes,Artist,7.0,Low,1.0,A
Female,40,Yes,Engineer,0.0,Low,1.0,A
Female,39,Yes,Artist,0.0,Low,1.0,A
Female,46,Yes,Engineer,1.0,Low,2.0,D
Female,40,Yes,Artist,1.0,High,3.0,B
Female,78,No,Lawyer,0.0,High,2.0,A
Female,45,Yes,Homemaker,8.0,High,4.0,B
Male,58,Yes,Artist,0.0,Average,2.0,C
Female,31,Yes,Entertainment,0.0,Low,4.0,A
Female,57,Yes,Engineer,1.0,Low,4.0,C
Male,32,Yes,Healthcare,0.0,Low,4.0,B
Male,27,No,Entertainment,6.0,Low,4.0,A
Male,27,No,Entertainment,6.0,Low,4.0,D
Male,25,Yes,Healthcare,9.0,Low,4.0,C
Male,57,No,Executive,1.0,Low,2.0,C
Male,18,No,Healthcare,11.0,Low,1.0,D
Female,69,Yes,Artist,0.0,Low,2.0,C
Male,59,No,Engineer,1.0,Low,2.0,A
Female,36,Yes,Entertainment,7.0,Average,2.0,B
